mouseId	genotype	cage	time	initialBodyWeight	lowestBodyWeight	bodyWeightAtDay8	bodyWeightDay8Fracion	maxWeightLossPercent	numberSequencesPerSample	shannonEntropy	k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	k__Bacteria;p__Firmicutes;Other;Other	k__Bacteria;p__Firmicutes;c__Bacilli;Other	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	k__Bacteria;p__OD1;c__ZB2;o__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales]	k__Bacteria;p__TM7;c__TM7-3;o__CW040	k__Bacteria;p__Tenericutes;c__CK-1C4-19;o__	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales
1	KO	00m.1	0	23.5	23.3	23.4	0.99574465	0.85	129922.0	0.9442332844834497	0.0	1.0926414541277454	3.15065960835709	3.9678817312396553	2.720427502072195	0.0	0.0	0.0	0.0	0.0	0.6805694556209708	0.0	0.0	0.28962133019504455	0.28962133019504455	0.9337484878487298	0.0	2.5939325750574693	3.5592853768834583	4.275489007997094	4.947077827857787	0.0	0.0	0.28962133019504455	0.0	0.0	0.28962133019504455	0.0	0.0	0.4618421147455301	0.0	2.66445259633593	0.0	0.0	0.4618421147455301	0.0	0.0	0.0	1.649477789465083	0.0	0.0	1.4400911231932076	0.28962133019504455
2	KO	00m.1	0	24.0	19.1	19.8	0.825	20.42	159142.0	0.9187056542191679	0.0	1.2559775770725619	3.0420667280020752	3.7700599178477496	2.2218004323430054	0.0	0.0	0.0	0.0	0.0	0.6123839777368723	0.0	1.1960953600906743	0.0	0.7516131635761981	0.8568770495693384	0.0	2.7117849844137725	3.467674509593192	4.38009650470414	4.941567819382396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24896748628001228	0.0	3.03684822551353	0.0	0.0	0.24896748628001228	0.0	0.0	0.0	0.7516131635761981	0.0	0.0	1.5988214970482142	0.24896748628001228
3	KO	00m.1	0	19.1	19.1	19.5	1.0209423	0.0	159156.0	1.1394014141209832	0.0	1.3085583157687826	3.7238091896929797	3.831748601290846	3.878997550196886	0.0	0.0	0.0	0.0	0.0	1.2368837524559209	0.0	0.7515817284008426	0.406195527595434	0.406195527595434	1.3403983313627668	0.0	2.8840590487241404	3.4038519559206852	4.200197906554693	4.923139551955648	0.0	0.0	1.1960595885035437	0.0	1.1265799941801333	0.0	0.0	0.0	1.9429338249494181	0.0	1.9390833985624327	0.0	0.0	0.8073942990489754	0.0	0.0	0.0	1.7987824029477173	0.0	1.411074547758933	2.3901936819343566	0.7515817284008426
4	KO	00m.2	0	20.8	20.8	20.9	1.0048077	0.0	152759.0	1.155466346801268	0.0	1.1430900004087217	3.377437340166237	3.751167088114565	3.562288342595774	0.0	0.0	0.0	0.0	0.0	1.2727883508844935	0.0	1.117138885881324	0.25681403065842867	1.167577464239605	0.9168540505717817	0.0	2.907088982402054	3.8287695058553193	4.418477412414897	4.888994949642051	0.0	0.0	0.25681403065842867	0.0	1.0600631458172918	0.4171063140693016	0.0	0.0	1.6642509788259694	0.0	1.6076010676500883	0.0	0.0	0.8224821156272706	0.0	0.0	0.0	1.5715693211739796	0.0	0.25681403065842867	1.9901969662826318	1.117138885881324
5	KO	00m.2	0	24.6	23.9	24.0	0.9756097	2.85	132155.0	1.2090284728142096	0.0	1.2017791740694848	3.27719945839342	3.6707891404962725	3.9594606589162513	0.0	0.0	0.0	0.0	0.0	1.6690759973826734	0.0	0.0	0.0	1.2017791740694848	0.8764991237859634	0.0	3.3033387705587405	3.7561595857993053	4.319704006017913	4.894404580005874	0.0	0.0	0.45701079699244845	0.0	1.2931965798747886	0.28603512744996734	0.0	0.0	2.1095821529560603	0.0	2.073526625318607	0.0	0.0	0.0	0.0	0.0	0.0	1.6233886754839277	0.0	1.2931965798747886	1.9192191565277816	0.7528642272509756
6	KO	00m.2	0	21.9	21.8	21.8	0.99543375	0.46	132953.0	1.1239189560340697	0.0	1.3831552861184746	2.849997853998324	3.842619585681642	2.6220740400831937	0.0	0.0	0.0	0.0	0.0	0.8742329430702012	0.0	1.3994967919803536	0.2847757455797333	0.924911598354578	0.6726629467060352	0.0	2.779157178538297	3.8891737036394334	4.527794683708962	4.857565848440981	0.0	0.0	0.0	0.0	0.2847757455797333	0.0	0.0	0.0	0.0	0.0	2.9409468815290474	0.0	0.0	0.5774446443640406	0.0	0.0	0.0	1.4451270899078745	0.0	0.0	1.5697795068189113	0.0
7	KO	00m.3	0	18.8	18.8	19.5	1.0372341	0.0	141535.0	1.3126695287397387	0.0	1.0585852386855956	3.2333101328924707	3.7058944908064917	2.666542283532713	0.0	0.0	0.0	0.0	0.0	0.651413539329515	0.0	1.8946544525980498	0.5576333431891334	1.7400599417888154	0.651413539329515	0.0	3.812848529431265	4.096065627630633	4.450026202726213	4.830975475910619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9010656158745703	0.0	2.8906176128229415	0.0	0.0	0.43786136040625984	0.0	0.0	0.0	1.6569393962853005	0.0	0.0	1.5433680535773595	0.27192278186785906
8	KO	00m.3	0	18.4	18.4	19.0	1.0326087	0.0	130614.0	1.4878866931003683	0.0	1.2546977550365466	3.9909350354309963	3.4280482864434467	3.9978227759212617	0.0	0.0	0.0	0.0	0.0	1.4226602722146668	0.0	1.4069005741258933	0.8809194878967677	1.6652981068256298	0.9317108102003432	0.0	3.6692660501379164	3.9530706550666785	4.346430748800233	4.8081742532046405	0.0	0.0	0.757062552762085	0.0	1.0559262440458188	0.0	0.0	0.0	2.220229291729356	0.0	1.9093707313001709	0.0	0.0	0.4603330156667654	0.0	0.0	0.0	2.008234035996348	0.0	0.28850004850074107	2.1331121735853045	0.0
9	KO	00m.3	0	19.4	19.0	19.4	1.0	2.06	119074.0	1.2493342416757518	0.0	1.4455672649700606	3.6906991137660423	3.565331748803198	3.4345256937235673	0.0	0.0	0.0	0.0	0.0	1.6271708389505568	0.0	0.916015159872318	0.4870037146709536	1.6956798097920054	1.054813733217801	0.0	3.8675234550293562	3.9033674728784042	4.242909053003405	4.895845358918853	0.0	0.0	0.3084628428175557	0.0	0.8577632426153754	0.3084628428175557	0.0	0.0	1.8953634700107451	0.0	1.292730747220895	0.0	0.0	0.4870037146709536	0.0	0.0	0.0	1.5056345377500462	0.0	0.4870037146709536	1.8340649055431253	0.0
10	KO	04m.1	4	25.2	23.8	23.8	0.94444436	5.56	138936.0	1.5278119541148807	0.0	1.4808518958870849	3.999054617292378	3.9850149631647414	1.5174427517166906	0.0	0.0	0.0	0.0	0.0	0.44299081156649445	0.0	0.0	0.0	1.6021875623792152	2.408832721845007	0.2756869005926248	3.111538381696465	4.256907055103299	4.643470664654586	4.5878078806384135	0.0	0.0	0.0	0.0	0.0	0.2756869005926248	0.0	0.0	0.44299081156649445	0.0	3.040508270081328	0.0	0.0	0.44299081156649445	0.0	0.0	0.0	1.1814460105034155	0.0	0.0	0.8577192687178157	0.2756869005926248
11	KO	04m.1	4	25.0	24.7	25.3	1.012	1.2	134795.0	1.658561519266453	0.0	2.025694487431289	4.044174728580415	3.9191176009683395	3.7777276518006273	0.0	0.0	0.0	0.0	0.0	1.005981695398122	0.0	0.0	0.5730580483625319	1.4535638545622886	2.5520533282798827	0.0	3.3906512764260563	4.1703208896863755	4.646052895968573	4.547742088543751	0.0	0.0	0.6679639624000742	0.0	0.5730580483625319	0.45143906128589667	0.0	0.0	2.0784674208420957	0.0	1.8364904596402827	0.0	0.0	0.8690603489331228	0.0	0.0	0.0	2.274949653787446	0.0	1.2850478517397959	1.9946863695457744	0.0
12	KO	04m.2	4	26.4	23.7	23.9	0.905303	10.23	133513.0	1.1208616228697552	0.0	1.9521809638917702	4.1526416883153106	3.9282589584545193	3.018528807308535	0.0	0.0	0.0	0.0	0.0	1.873968327843341	0.0	0.0	0.0	0.74921193827053	2.399736760485591	0.0	3.6158351853052317	3.032879667088995	3.9660353721402446	4.926023365138025	0.0	0.0	0.0	0.0	0.454126133067075	0.2838988036060463	0.0	0.0	1.5891493907309493	0.0	1.8897465565985363	0.0	0.0	0.8153028771885187	0.0	0.0	0.0	1.8631217689086847	0.0	0.0	1.7437917046066995	0.0
13	KO	04m.2	4	25.2	22.1	22.1	0.8769841	12.3	142723.0	1.3829301859866348	0.0	1.6449823138508417	3.876637782420688	4.280517937650249	2.2012556203837024	0.0	0.0	0.0	0.0	0.0	1.4008303801577835	0.0	0.0	0.0	0.4355592843644064	2.2688223227846365	0.0	3.5855112615440663	2.9188586571768695	4.476507683517154	4.777836881138596	0.0	0.0	0.0	0.0	0.4355592843644064	0.0	0.0	0.0	0.5550115486801361	0.0	3.1031322815058173	0.0	0.0	0.7255461366871859	0.0	0.0	0.0	2.354627719393325	0.0	0.27023731515751964	1.9005995024049145	0.0
14	KO	04m.3	4	20.1	18.1	18.9	0.9402985	9.95	146182.0	1.3922086091540755	0.0	1.63482068875931	4.133356903183913	3.9856882677364998	3.194753008349066	0.0	0.0	0.0	0.0	0.0	0.8888226033067127	0.0	0.0	0.0	1.1854172663621394	0.6405537391104645	0.0	2.8960973381099806	4.126737998183528	4.223646990591685	4.8270903068395095	0.0	0.265450369130516	0.265450369130516	0.0	0.0	0.0	0.0	0.0	1.7719184095967033	0.0	2.019738706766849	0.0	0.0	0.5475342007855385	0.0	0.0	0.0	1.4720420469035522	0.0	0.0	1.4196329113357138	0.265450369130516
15	KO	04m.3	4	18.9	18.1	18.1	0.957672	4.23	149748.0	1.363020673859738	0.0	1.9413849856156054	3.9097431203480753	4.0638983617220275	3.3659405832707687	0.0	0.0	0.0	0.0	0.0	1.755400745007379	0.0	0.0	0.42246338241145853	1.0974866360302662	1.0362845931121158	0.0	3.260023990226224	3.883876299772167	4.33371683279014	4.843444943736966	0.0	0.0	0.260694898763465	0.0	0.0	0.260694898763465	0.0	0.0	1.6245991008289447	0.0	1.6876329290520218	0.0	0.0	0.7086820893314247	0.0	0.0	0.260694898763465	1.2418525832972882	0.0	0.9650204293564653	2.0163096918856582	0.42246338241145853
16	KO	04m.4	4	19.4	15.1	15.3	0.7886598	22.16	129431.0	1.3524287753642499	0.0	1.8421436676212446	3.4238199246217333	3.885879590642143	4.212075035656889	0.0	0.0	0.0	0.0	0.0	2.259667901149656	0.0	2.250478605923914	0.0	0.29042241856520484	1.8652958728582447	0.0	3.153175178901921	2.5062144965344326	4.385775019532716	4.831670002082468	0.0	0.0	1.3017858992292006	0.0	0.8843531627393507	0.0	0.0	0.0	2.3624256084986603	0.0	2.4242023806857587	0.0	0.0	0.4629194514690757	0.0	0.0	0.0	1.7782092028908287	0.0	0.4629194514690757	3.1904538589414013	0.0
17	KO	04m.4	4	20.2	18.2	18.4	0.91089106	9.9	158135.0	1.4160041305162958	0.0	1.4005131377380782	4.383273317507826	3.739674550969153	3.6320725411563766	0.25017249004316783	0.25017249004316783	0.25017249004316783	0.0	0.0	1.6261991653389862	0.0	1.219577105366759	0.5233506760561838	1.3430660957211682	0.7538828261273453	0.0	3.581396136039055	3.8381431192880147	4.009869817519713	4.830615719075891	0.0	0.0	0.40789573024108566	0.0	0.6144693875944202	0.25017249004316783	0.0	0.0	2.1252456480532786	0.0	1.817273258183079	0.0	0.0	1.014849286050835	0.0	0.25017249004316783	0.0	2.2038840704065423	0.0	1.5278541433788702	1.9644545364936665	0.25017249004316783
18	KO	12m.1	12	25.0	22.5	22.5	0.9	10.0	157066.0	1.4740819698858347	0.0	0.9465935626994895	4.24067720596817	3.9262180228415455	3.895744921277161	0.0	0.0	0.0	0.0	0.0	2.198265306488824	0.0	1.0784578035897439	0.25146487100734294	0.0	2.1806511569021394	0.0	3.1471524839676808	0.25146487100734294	4.178031569447807	4.822800935337948	0.0	0.0	0.40969230404208307	0.0	0.25146487100734294	0.0	0.0	0.0	1.5691073065763521	0.25146487100734294	2.433896570825471	0.0	0.0	0.25146487100734294	0.0	0.0	0.0	2.1692681337619275	0.0	2.0126575468948658	2.391785273356636	3.731070056521724
19	KO	12m.1	12	26.6	21.6	22.1	0.83082706	18.8	165862.0	1.1579068694350512	0.0	0.5988759494946432	4.336347373457554	4.006621954484709	1.406692486060406	0.0	0.241221455637484	0.0	0.0	0.0	1.7302278742453183	0.0	0.0	0.0	0.0	1.711834881605871	0.0	2.50462888747938	0.5089450759334999	3.9688777101540054	4.885118400148267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8455362162346705	0.0	0.0	0.5089450759334999	0.0	0.0	0.0	0.9623526697650742	0.0	0.0	1.6059818238464227	3.672581034715267
20	KO	12m.2	12	19.1	16.8	16.8	0.8795811	12.04	181427.0	1.2288946565359564	0.0	0.5700653777181374	4.238693304656696	4.169883066043633	2.334927992996758	0.0	0.0	0.0	0.0	0.22504498184819602	0.5700653777181374	0.0	0.22504498184819602	0.0	0.8519185355840074	0.8915251414137877	0.0	3.372744560499457	3.1079663785529976	3.6861904031836237	4.886271317155496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7053391175705418	0.0	1.875111013452472	0.0	0.0	0.3725356630835563	0.0	0.0	0.0	0.8083341024551252	0.0	0.3725356630835563	0.9278196711781737	3.7236981047587263
21	KO	12m.2	12	19.2	15.7	16.1	0.8385416	18.23	172806.0	1.288605139969913	0.0	1.4020365753334527	3.975817393748804	4.0341962066074295	2.3392915007368447	0.0	0.0	0.0	0.0	0.0	0.38483743611529575	0.0	1.9076225916219047	0.233719578363614	0.7774236903294821	0.9465191081904291	0.0	3.0467917593993312	3.055596799092154	4.3962645010700445	4.853842206998751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3877103965228277	0.0	0.0	0.49672945509113375	0.0	0.0	0.0	0.9801948582007758	0.0	0.0	1.1178830711700205	3.1865271921534006
22	KO	12m.3	12	23.7	20.3	20.3	0.85654	14.35	147795.0	1.1124772975040818	0.0	1.073179484752612	3.19510181947268	4.044069726365782	1.6215996488344997	0.0	0.26327737639187143	0.0	0.0	0.0	0.0	0.0	1.566317944491107	0.26327737639187143	0.0	1.180963996762325	0.0	3.5461279115479245	0.5441245226991871	4.496411262767959	4.867159425739143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.056412033140619	0.0	0.0	0.26327737639187143	0.0	0.0	0.0	0.7132742087934607	0.0	0.26327737639187143	0.42601815122923403	2.8908724500425182
23	KO	12m.3	12	23.3	21.0	21.1	0.90557945	9.87	122272.0	1.6231107923140797	0.0	0.30264827321576687	3.8740435379773417	3.9346880412296357	4.3904422157729215	0.0	0.0	0.0	0.0	0.0	1.2071493233651494	0.0	1.149128624960256	0.0	0.0	1.480244503495249	0.0	4.128158185133861	0.47927762087679954	3.893651151992966	4.750090338678924	0.0	0.0	0.7015563618762158	0.30264827321576687	0.47927762087679954	0.0	0.0	0.0	2.585285484697176	0.0	2.555889747860997	0.0	0.0	0.6044851519857363	0.0	0.0	0.0	2.0366245003881254	0.0	0.0	2.6316119043193344	3.565760434968098
24	KO	12m.4	12	18.8	14.6	15.3	0.81382984	22.34	143776.0	1.2510921524351164	0.0	0.43354059475209034	3.7183552665536466	3.9312685832179795	2.855683348040355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2154288395983717	0.26876130153489797	0.0	0.9400706452985118	0.0	3.7947141427327855	0.8951057790834803	4.375823654004071	4.87356276409641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8449420070988101	0.0	2.9381234071313433	0.0	0.0	0.5527109047763014	0.0	0.0	0.0	0.7882180119591016	0.0	0.0	0.64612272331441	3.485802939562161
25	KO	12m.4	12	19.0	14.2	14.2	0.7473684	25.26	146547.0	1.2959790355587415	0.0	0.5467584204019158	3.991695757278846	3.932635022417875	2.7546491504102946	0.0	0.26495541951682205	0.0	0.0	0.0	0.8878796228413434	0.0	2.4091504328947058	0.26495541951682205	0.5467584204019158	0.6397187369602247	0.0	3.4744650397547634	2.3245823726677566	4.321619667913602	4.87178484003572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7162467539523629	0.0	3.1027485343625365	0.0	0.0	0.4283237213503783	0.0	0.0	0.0	1.3589842552611486	0.0	0.0	1.470995583839584	3.6080950187466954
26	KO	18m.1	18	23.0	17.8	18.0	0.7826087	22.61	142881.0	1.444937721127085	0.0	0.43525508849327715	4.060288102048541	4.2687513491971005	1.4428976410285073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.270014777012389	0.0	0.9832430080178142	2.0500602562328796	0.0	3.9246393599680274	2.7630556756378257	4.421746524586957	4.754706732634737	0.0	0.270014777012389	0.0	0.0	0.0	0.0	0.0	0.0	0.9424721011940962	0.0	2.81304651322376	0.0	0.6482235511479714	0.270014777012389	0.0	0.270014777012389	0.0	1.6772064761411627	0.0	0.0	1.5393756001828676	0.0
27	KO	18m.1	18	23.4	16.1	17.1	0.7307693	31.2	131717.0	1.5701043359479425	0.0	0.5804314209607241	4.115554356377569	4.100188826555416	3.998186600237723	0.0	0.0	0.0	0.0	0.0	1.2945650633260986	0.0	1.4343497439502841	0.28673128462410635	0.4579497420865261	2.589036306002811	0.28673128462410635	4.037691349229423	1.5280529932623816	4.256946890186821	4.761925776358387	0.0	0.0	0.5804314209607241	0.0	0.8202898308443084	0.0	0.0	0.0	1.9489558569221808	0.0	1.9254923386895306	0.0	0.0	0.7540516421391805	0.0	0.0	0.0	1.777565456530588	0.0	0.0	2.0005805433633874	0.0
28	KO	18m.2	18	23.9	17.5	18.8	0.78661084	26.78	134836.0	1.562279652176678	0.0	0.7456956267821767	4.146494798849921	3.825979761630444	3.954632783914009	0.0	0.0	0.0	0.0	0.0	0.6678602587678822	0.0	1.4534364258774342	0.8116785149405705	1.6939054721823295	1.9781798285564813	0.0	3.4404845487341813	4.005138358681762	4.296953076546195	4.780111975964116	0.0	0.0	0.6678602587678822	0.0	0.0	0.0	0.0	0.0	1.8588984381839622	0.0	1.9296761092323045	0.0	0.6678602587678822	0.7456956267821767	0.0	0.0	0.0	1.812588208077322	0.0	0.0	1.9905192030585166	0.2818490674332266
29	KO	18m.3	18	18.0	14.0	14.3	0.79444444	22.22	123613.0	1.505218138332857	0.0	0.6977651562229052	4.240164477152857	3.6111717033604305	4.054941007857185	0.0	0.47611744689133023	0.0	0.0	0.0	0.6009305442280038	0.0	1.3787675373231465	0.776896127654713	1.3602868652815288	0.6009305442280038	0.0	3.726603883208737	3.491673022344571	4.061225910683627	4.8283052002047	0.0	0.0	0.6009305442280038	0.0	1.6113140817573102	0.0	0.0	0.0	2.4981852753963723	0.0	1.8793268665700422	0.0	0.776896127654713	0.3002773573909661	0.0	0.0	0.0	1.776669819834855	0.0	0.9986443105764592	2.1774803587328098	3.3745232335022894
30	KO	18m.3	18	19.2	18.4	19.1	0.9947916	4.17	139002.0	1.7069850870912258	0.0	0.6575184956958708	3.914996892853687	3.8214455672428516	4.118388480750681	0.0	0.0	0.0	0.0	0.0	1.7613069305058706	0.0	1.8876962585177848	0.6575184956958708	1.5721114906244142	0.5633183953129911	0.0	3.7434254538512213	3.4410124667300783	4.517450069981217	4.687702766760565	0.0	0.0	0.2755899810115578	0.0	1.9692565734861973	0.0	0.0	0.0	2.0619086078487068	0.0	2.591115908449728	0.0	2.3261676743148936	0.6575184956958708	0.0	0.0	0.0	2.121096875801594	0.0	2.1002173846457444	2.4040974823266237	3.5764491840949795
31	WT	00m.1	0	24.0	20.2	20.2	0.8416667	15.83	116006.0	0.9044354705913572	0.0	0.9774982928724187	3.043920540067711	3.8589653372937422	3.4366758209238477	0.0	0.0	0.0	0.0	0.0	1.5438234140008371	0.0	2.1330893042455785	0.0	0.31426424616776927	1.2286123528702755	0.0	2.2907573600444704	2.295453960777574	4.309603158611101	4.953821759645963	0.31426424616776927	0.0	0.0	0.0	0.31426424616776927	0.0	0.0	0.0	1.7157563604014838	0.0	3.028217988569745	0.0	0.0	0.49467879490514527	0.0	0.0	0.0	1.1703935415141176	0.0	1.6051941531821234	1.7157563604014838	0.31426424616776927
32	WT	00m.1	0	24.6	17.8	18.8	0.7642276	27.64	116451.0	0.8883162263505037	0.0	1.3455016484427853	3.1071800905170512	4.015992377739703	3.4834968815915346	0.0	0.0	0.0	0.0	0.0	0.31340870351465305	0.0	1.8933251209187196	0.0	0.0	1.1016126686987322	0.0	2.246988628628136	0.6204982075247039	4.130739394419196	4.967789856579206	0.0	0.0	0.7186100424025474	0.0	0.6204982075247039	0.0	0.0	0.0	1.7643451653809346	0.0	3.2247025548812376	0.0	0.0	0.31340870351465305	0.0	0.0	0.0	1.500743514565803	0.0	0.6204982075247039	1.7798724919975226	0.31340870351465305
33	WT	00m.1	0	23.1	21.5	21.6	0.9350649	6.93	141414.0	1.01637019141971	0.0	1.2221881530984284	3.4434673851643898	3.7794896512249907	3.5483930362865794	0.0	0.0	0.0	0.0	0.0	0.9872613912399211	0.0	1.4334950630282428	0.2720956686379934	0.2720956686379934	0.7942485690746903	0.0	3.0094179543029216	3.0079346407985956	4.345396965770256	4.933576987400499	0.0	0.0	0.2720956686379934	0.0	0.8511151844258741	0.0	0.0	0.0	1.6655519308114093	0.0	2.8052567997838307	0.0	0.0	0.2720956686379934	0.0	0.0	0.0	1.0907596361678553	0.0	1.6655519308114093	1.6815947769148372	0.2720956686379934
34	WT	00m.2	0	23.8	20.8	20.8	0.8739496	12.61	123512.0	0.9123019830088474	0.0	1.461286168030251	3.563751395789384	3.851084510687884	3.7475017083480107	0.0	0.0	0.0	0.0	0.0	0.6980489761375848	0.0	0.9532190240981268	0.6011965846519506	0.30045458197881747	0.6011965846519506	0.0	2.4930066991267763	2.748586776607324	4.092410259758838	4.969590353936535	0.0	0.0	0.6011965846519506	0.0	1.112880453935225	0.0	0.0	0.0	1.8796771738632134	0.0	2.2636724991450574	0.0	0.0	0.7771918035891927	0.0	0.0	0.0	1.112880453935225	0.0	0.0	1.3968345402097269	0.30045458197881747
35	WT	00m.2	0	23.1	20.0	20.5	0.88744587	13.42	111254.0	1.0211038374573698	0.0	0.6356567507032076	3.0832208004039194	3.667377786098154	3.9455314664474996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1442785119115566	0.5071108398134241	0.0	0.5071108398134241	0.0	2.45401135196402	0.3237140868385259	4.376314683157697	4.91852599704815	0.0	0.0	0.0	0.0	0.6356567507032076	0.0	0.0	0.0	2.2769919868720603	0.0	3.0727737949940654	0.0	0.0	0.6356567507032076	0.0	0.0	0.0	0.8832890018521995	0.0	0.8832890018521995	0.8832890018521995	0.3237140868385259
36	WT	00m.2	0	24.2	23.1	23.1	0.95454544	4.55	135184.0	1.2823785203856393	0.0	1.004853785162331	3.4135767370526118	3.6085869462893743	4.461336295164536	0.0	0.0	0.0	0.0	0.0	2.3308801097905225	0.0	0.4506305473148397	0.0	0.4506305473148397	1.3231954979468004	0.0	3.053787925816415	2.8523374667526133	4.202399667261053	4.833058075316964	0.0	0.0	1.2172486243878682	0.0	1.6928087197057542	0.0	0.0	0.0	2.8616881704648516	0.0	2.6364149307908726	0.0	0.0	0.4506305473148397	0.0	0.0	0.0	1.857794517238568	0.0	1.3231954979468004	2.2630387414118034	0.2813149854696724
